ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SensationSeeing,Alcohol
498,4,0,4,6,6,28,41,50,47,48,1,4,0
499,1,0,7,5,6,36,48,60,39,42,2,6,1
500,1,0,1,3,6,35,36,52,46,36,3,6,0
501,4,1,4,5,6,49,35,55,42,27,6,9,1
502,2,1,5,4,6,36,43,40,38,49,5,8,0
503,1,1,5,5,6,30,39,36,43,39,6,0,0
504,0,0,4,6,6,22,44,44,39,40,5,8,1
505,4,1,5,1,6,36,38,44,38,46,7,8,0
506,2,0,1,5,6,35,40,44,43,45,1,2,0
507,3,0,5,3,6,40,43,48,36,33,6,6,0
508,2,0,6,5,6,31,44,52,38,46,4,6,0
509,1,0,6,5,6,37,38,39,34,42,4,4,0
510,2,0,1,5,6,50,32,38,31,36,2,6,1
511,2,1,7,3,6,26,47,44,45,43,1,4,1
512,2,0,6,5,6,36,46,42,41,39,5,5,1
513,3,1,7,5,6,40,43,45,42,44,3,2,1
514,0,0,4,5,6,40,43,50,44,34,8,7,1
515,4,0,1,6,6,34,38,45,48,45,3,5,0
516,2,0,1,5,6,45,38,35,40,40,3,5,1
517,0,1,2,6,6,23,52,49,44,44,6,10,1
518,2,1,1,5,6,34,41,41,32,44,3,4,1
519,1,1,7,5,6,39,39,48,40,48,2,5,0
520,1,0,5,3,6,41,36,47,42,36,5,9,0
521,1,0,7,5,6,34,42,37,50,53,5,9,1
522,2,1,6,5,6,38,38,39,38,48,1,0,1
523,3,1,1,0,6,42,38,40,40,43,2,2,0
524,0,0,4,6,6,36,42,46,34,41,5,6,1
525,0,0,4,5,6,33,43,45,38,32,4,6,1
526,2,1,0,5,6,37,34,33,44,45,1,0,0
527,3,1,6,0,6,29,44,53,55,56,4,6,1
528,4,0,3,5,6,20,43,38,43,45,2,4,1
529,0,0,5,5,6,45,30,44,30,31,6,6,0
530,2,0,8,5,6,42,39,45,47,29,5,5,1
531,1,1,5,5,6,43,47,46,43,42,3,9,1
532,4,0,6,5,6,45,40,50,30,46,3,2,1
533,3,0,6,5,6,46,29,41,45,35,3,8,1
534,0,1,6,5,6,33,41,41,53,49,4,2,0
535,1,0,7,5,6,32,39,41,32,37,5,6,0
536,2,1,7,5,6,20,54,43,52,51,4,2,1
537,1,1,6,6,6,45,40,52,29,38,4,5,1
538,0,1,6,5,6,49,45,39,49,37,5,6,1
539,3,1,4,5,0,43,38,37,48,35,1,1,0
540,2,1,6,5,6,47,38,46,47,46,4,7,1
541,3,0,7,5,6,24,48,45,47,53,0,2,1
542,3,1,6,5,6,26,42,45,37,43,1,1,1
543,3,1,6,3,1,38,45,46,48,45,4,6,0
544,2,0,2,5,6,43,45,52,35,34,4,9,1
545,1,1,6,5,6,44,44,39,38,44,3,5,1
546,0,1,1,5,6,48,36,41,38,34,7,5,1
547,2,1,5,5,6,51,41,43,47,36,2,5,1
548,3,1,4,6,6,27,37,52,59,42,1,2,0
549,1,1,7,5,6,20,35,39,40,54,1,3,1
550,0,0,6,5,6,48,37,47,44,28,5,2,0
551,1,1,7,3,6,25,47,47,39,41,3,3,0
552,0,1,6,5,6,34,37,36,48,50,1,4,1
553,2,1,7,5,6,28,48,47,36,49,3,9,0
554,0,1,7,5,6,52,29,45,48,44,3,2,0
555,1,1,7,3,-4,46,26,43,43,45,2,0,1
556,1,1,8,5,6,42,43,43,43,50,5,6,0
557,3,1,7,5,6,38,33,38,43,48,2,2,1
558,0,1,6,5,6,34,38,48,42,44,1,4,1
559,1,1,6,5,6,21,46,45,52,50,2,5,0
560,0,1,6,5,6,31,39,42,49,41,7,9,1
561,3,1,6,5,6,28,40,49,45,49,4,4,1
562,0,1,6,5,6,46,41,41,45,45,2,4,1
563,2,1,6,5,6,42,44,49,36,47,3,5,1
564,2,1,7,5,5,58,43,35,41,51,3,3,1
565,1,1,7,5,6,44,42,42,31,40,4,6,1
566,3,1,4,5,6,31,37,46,44,39,8,3,0
567,3,1,7,5,6,39,34,47,47,36,2,3,1
568,0,1,6,5,6,45,47,39,49,46,1,2,1
569,0,0,6,5,6,53,44,54,37,38,3,6,1
570,2,0,7,5,6,46,34,45,41,42,3,5,0
571,2,1,8,5,6,32,45,45,37,56,2,4,1
572,2,1,5,0,6,38,47,38,31,39,5,8,1
573,0,1,7,5,6,21,52,45,50,53,4,8,1
574,2,0,5,5,6,48,31,34,36,37,8,6,1
575,4,1,4,6,6,27,46,49,39,39,5,5,1
576,2,1,6,5,6,55,29,33,47,28,2,1,1
577,2,0,1,5,6,20,45,35,40,49,3,6,1
578,1,1,7,5,5,44,42,47,47,48,2,4,0
579,1,1,6,5,6,46,45,41,51,41,2,5,0
580,3,1,7,5,6,46,39,48,50,51,1,1,1
581,0,1,7,5,6,34,45,50,44,47,3,5,1
582,2,1,4,5,6,25,40,38,43,27,8,5,1
583,0,0,4,5,6,27,50,49,41,37,6,8,1
584,2,1,5,5,6,39,48,56,41,48,5,6,1
585,0,1,4,6,6,42,40,42,46,39,3,9,1
586,1,0,6,5,6,33,41,44,35,47,7,7,0
587,0,0,5,5,6,43,36,54,36,40,5,7,0
588,0,0,4,5,6,39,42,44,48,28,4,8,1
589,1,1,1,5,6,31,50,49,49,43,3,6,1
590,4,1,4,6,6,24,39,48,37,45,5,6,0
591,2,0,0,5,6,30,40,42,39,46,3,7,0
592,2,1,6,5,6,40,37,44,32,52,3,3,1
593,2,1,5,6,6,14,46,47,46,54,2,5,1
594,1,0,5,3,-4,35,46,46,47,46,4,8,1
595,2,0,1,5,6,32,36,42,35,37,7,8,1
596,3,0,5,3,6,39,41,43,34,45,3,8,1
597,0,0,1,5,6,23,45,51,49,48,5,9,1
598,4,1,5,1,6,32,37,44,38,46,6,9,0
599,3,1,5,6,6,36,41,42,46,44,3,4,1
600,0,0,4,5,6,41,39,48,43,35,5,7,0
601,3,1,7,5,6,43,36,42,54,43,2,2,1
602,0,0,4,6,6,46,47,51,44,34,8,9,0
603,0,0,4,6,6,41,28,38,29,46,5,9,1
604,0,0,4,6,6,54,33,51,39,34,5,8,1
605,1,0,6,6,6,29,34,43,33,43,2,5,1
606,2,1,4,6,6,40,42,48,49,45,2,4,1
607,4,1,7,6,6,15,47,57,51,34,2,4,1
608,0,0,6,5,6,31,40,38,52,36,3,9,1
609,3,0,4,6,6,35,40,52,55,41,2,6,0
610,1,0,6,5,6,21,48,54,44,49,5,10,1
611,4,1,5,1,6,48,34,36,50,30,8,5,0
612,1,0,4,5,6,27,46,52,44,37,4,10,1
613,1,0,6,5,6,29,42,42,51,46,5,9,1
614,2,0,6,5,6,25,41,45,41,39,3,4,0
615,1,1,7,5,6,54,38,44,32,37,4,6,1
616,1,1,0,6,6,33,44,41,37,44,7,5,0
617,2,1,7,5,6,37,39,43,48,40,6,9,1
618,3,1,4,6,6,46,41,45,39,34,7,9,0
619,3,0,5,4,6,27,48,44,39,47,2,6,0
620,1,1,6,5,6,35,47,52,44,42,5,6,1
621,4,0,7,5,6,29,33,51,37,46,1,3,1
622,0,0,3,5,6,41,30,43,52,28,7,7,1
623,2,0,7,5,6,27,44,45,34,44,6,7,1
624,2,1,7,5,6,34,43,44,45,52,2,1,1
625,3,1,7,5,6,32,40,43,41,31,8,4,1
626,2,1,8,5,6,36,40,37,43,44,1,5,1
627,2,1,5,5,6,32,36,42,37,44,2,1,1
628,2,0,6,5,6,35,37,40,40,45,3,5,1
629,2,0,8,5,6,21,33,35,54,46,0,3,1
630,1,1,8,5,6,48,32,37,53,44,1,1,1
631,3,1,8,5,-4,31,43,50,45,41,3,0,1
632,2,1,8,5,6,41,38,56,45,49,1,0,1
633,0,1,6,5,6,40,39,44,56,49,1,4,1
634,0,1,6,5,6,48,37,37,37,47,1,0,1
635,1,1,7,5,6,29,51,49,44,44,2,6,1
636,2,1,8,5,6,48,41,46,36,37,3,9,1
637,2,0,6,5,6,28,38,45,50,38,2,6,1
638,3,1,6,5,6,29,42,43,46,42,4,5,0
639,2,1,5,1,6,32,41,39,48,45,1,2,0
640,0,1,6,5,6,33,36,36,42,52,2,6,1
641,1,0,1,5,6,33,51,52,51,45,5,10,1
642,3,0,6,5,6,34,35,49,44,41,3,4,1
643,2,0,7,5,6,29,46,52,56,53,3,7,1
644,1,1,7,5,1,26,44,44,51,50,2,7,1
645,1,0,4,5,6,38,38,34,47,37,3,6,1
646,3,0,6,5,6,36,38,44,38,39,7,4,1
647,0,1,6,5,6,31,39,44,42,47,3,4,1
648,0,0,4,6,6,23,49,53,32,48,2,7,1
649,2,1,7,6,6,47,41,53,55,34,7,10,1
650,1,1,6,5,6,34,45,37,43,54,4,2,1
651,3,1,7,5,6,31,53,59,53,43,7,7,1
652,1,0,7,5,6,42,43,49,47,34,4,2,1
653,0,0,4,0,6,46,48,54,39,34,4,7,1
654,0,0,4,6,6,29,44,46,44,42,7,7,1
655,2,1,1,5,6,32,46,41,46,49,2,3,1
656,1,0,7,3,5,31,51,43,42,34,5,8,1
657,3,0,4,1,6,48,36,48,35,33,7,7,0
658,3,0,5,5,6,47,30,55,40,31,8,10,1
659,0,0,7,5,6,42,41,49,41,38,6,6,1
660,1,0,8,4,6,28,49,57,37,39,7,7,1
661,1,1,7,5,1,24,43,46,50,43,1,1,1
662,0,1,6,5,6,33,32,41,42,51,1,3,1
663,1,1,6,5,6,36,41,48,55,53,5,2,1
664,1,1,8,5,6,48,31,44,34,31,3,4,1
665,0,0,6,5,6,32,37,50,45,38,5,8,1
666,1,1,8,5,6,47,37,47,45,40,2,5,1
667,0,0,3,5,6,19,38,47,42,35,6,7,0
668,2,0,4,5,6,45,35,54,41,44,3,6,0
669,3,0,6,5,6,21,53,47,45,39,4,5,1
670,1,0,4,5,6,30,46,49,41,41,4,8,1
671,0,0,5,5,6,32,41,43,38,39,0,4,1
672,2,0,5,5,6,31,45,46,39,43,6,9,0
673,0,0,6,5,6,33,40,55,48,48,5,5,0
674,0,1,4,5,6,48,47,49,47,48,2,6,1
675,0,1,7,5,0,44,35,42,39,34,2,8,0
676,2,0,5,5,6,35,38,41,38,36,4,9,0
677,0,0,5,5,6,38,40,34,42,44,6,8,0
678,1,0,6,5,6,41,38,49,39,37,3,5,1
679,0,0,4,5,6,56,24,44,43,26,1,1,0
680,0,1,4,5,6,42,38,42,35,51,2,9,1
681,3,0,8,5,6,38,34,45,43,26,2,0,1
682,2,0,4,5,6,24,40,37,39,43,6,8,1
683,1,0,7,5,6,49,27,49,45,46,1,3,1
684,2,1,6,5,6,41,39,43,42,37,1,4,0
685,2,1,5,5,6,45,35,54,35,30,7,10,0
686,1,0,6,0,6,32,41,51,40,36,6,7,1
687,0,1,4,1,6,51,46,55,41,35,6,9,1
688,3,1,0,0,6,27,44,39,49,44,1,0,0
689,2,0,4,6,6,46,47,44,35,46,6,9,0
690,4,1,7,5,6,44,35,43,43,41,8,7,1
691,4,0,4,5,6,40,35,36,33,41,5,4,1
692,1,1,6,5,6,34,39,39,44,45,2,4,0
693,3,1,7,5,6,38,35,44,41,38,2,3,1
694,2,0,7,5,6,25,38,47,46,46,1,3,1
695,2,0,5,5,6,27,36,43,39,40,4,5,1
696,2,1,7,5,6,34,37,46,51,53,2,2,1
697,4,0,6,5,6,28,42,49,33,51,3,6,1
698,3,1,6,1,5,21,38,53,53,42,2,6,0
699,2,0,6,6,6,35,33,52,43,37,3,4,1
700,4,0,4,5,6,34,32,41,45,34,3,7,1
701,2,1,4,3,6,45,41,49,37,43,7,9,1
702,3,0,0,5,6,26,47,49,48,49,2,7,0
703,2,1,6,5,6,32,44,50,41,42,6,8,0
704,4,0,6,5,6,23,45,45,37,41,2,6,1
705,2,0,4,6,6,28,38,42,39,44,2,4,1
706,0,0,4,5,6,23,42,53,55,43,2,5,0
707,0,1,6,5,6,34,33,36,40,44,5,3,0
708,1,0,6,5,6,35,52,48,42,38,5,7,1
709,0,0,4,5,6,40,36,43,48,49,1,4,1
710,0,0,5,5,6,27,38,41,47,45,2,1,0
711,0,0,6,5,6,45,41,50,39,32,4,9,1
712,0,0,4,6,6,30,39,40,50,45,1,3,0
713,1,1,7,5,6,41,42,51,44,49,3,4,0
714,0,0,6,6,6,41,45,52,54,42,6,8,1
715,0,0,5,5,6,43,47,49,36,40,6,10,1
716,0,1,4,6,6,42,43,53,54,44,3,7,1
717,0,0,4,5,6,35,29,37,39,28,7,3,0
718,2,0,6,6,6,28,34,44,44,44,2,3,1
719,0,0,1,3,6,35,31,41,39,40,8,9,1
720,4,0,6,5,6,32,33,41,40,39,5,7,1
721,2,0,4,5,6,48,45,52,42,49,6,8,1
722,2,1,5,5,6,51,35,48,48,43,2,3,0
723,4,0,5,5,6,35,38,46,39,39,1,2,0
724,1,1,6,5,6,27,49,48,49,46,4,4,1
725,2,1,4,5,6,47,36,51,48,39,4,5,0
726,1,1,7,5,6,39,44,51,53,44,3,10,1
727,0,0,5,5,6,56,33,51,35,38,2,4,1
728,1,1,7,5,-4,39,44,42,44,41,4,5,1
729,0,0,4,1,6,23,41,51,41,30,4,6,0
730,1,1,1,0,6,30,42,47,39,43,7,8,1
731,2,1,6,5,6,43,40,39,43,42,3,2,1
732,0,0,4,5,6,28,48,44,42,38,4,7,0
733,0,1,6,5,6,48,44,51,42,42,2,5,1
734,2,0,1,5,3,42,41,48,41,40,3,4,1
735,0,0,4,5,6,43,47,55,33,28,6,8,1
736,1,1,6,5,6,38,53,59,53,37,7,9,0
737,1,0,6,5,6,31,27,26,33,33,1,6,1
738,1,0,6,5,6,26,51,46,44,55,5,9,1
739,0,1,3,3,6,48,41,55,51,46,2,7,0
740,1,0,7,3,6,35,30,49,40,38,4,8,1
741,2,0,4,5,6,24,41,50,51,37,6,6,1
743,3,1,7,5,6,44,38,48,48,52,5,7,1
744,2,1,6,5,6,42,41,41,37,35,1,2,1
745,1,0,1,5,6,32,40,42,37,47,5,7,0
746,3,0,4,5,6,27,41,46,47,30,7,5,1
747,1,1,1,5,6,43,42,38,46,39,2,5,1
748,1,1,7,5,6,35,43,49,45,45,2,5,0
749,2,1,1,5,6,40,36,36,43,28,4,5,0
750,2,1,8,5,6,21,46,39,53,54,3,4,1
751,2,0,7,5,6,34,40,46,50,41,3,7,1
752,1,1,5,5,6,17,49,33,50,50,3,3,1
753,1,0,4,3,6,51,38,53,52,28,8,6,1
754,1,1,7,5,6,40,47,42,51,45,4,7,1
755,1,0,8,5,6,27,43,55,50,38,4,6,0
756,0,0,4,6,6,23,50,56,48,56,2,2,1
757,0,1,7,5,3,42,42,42,44,47,3,5,1
758,0,1,4,4,6,56,37,45,48,25,7,7,1
759,0,0,4,6,6,40,44,46,42,40,5,9,0
760,0,0,8,5,6,14,51,50,50,44,2,7,1
761,1,0,6,1,6,36,33,40,40,37,4,9,1
762,0,0,4,6,6,52,42,38,40,23,9,5,1
763,1,1,6,0,6,24,45,55,50,43,3,7,1
764,0,1,6,5,6,47,45,50,49,30,6,3,1
765,0,0,1,5,6,40,33,53,47,34,5,8,1
766,0,0,4,6,6,42,41,58,48,42,4,9,0
767,0,0,4,6,6,46,34,48,56,37,5,6,1
768,1,0,7,2,6,44,35,47,38,40,2,6,1
769,0,1,5,6,5,32,44,47,41,47,7,4,0
770,1,0,6,0,6,46,41,50,46,47,1,8,1
771,0,0,4,6,6,42,28,37,43,35,8,9,0
772,0,1,7,5,0,41,30,33,49,44,5,3,0
773,3,0,6,5,6,48,30,43,39,28,4,7,1
774,3,1,5,1,6,46,31,44,41,38,3,5,0
775,0,0,3,3,6,25,37,50,45,42,2,5,0
776,0,1,4,3,6,21,43,52,41,28,4,7,0
777,1,0,4,6,6,37,37,40,41,42,2,1,0
778,0,0,4,6,3,41,44,51,39,38,4,6,1
779,0,0,4,1,6,54,40,58,40,37,6,8,0
780,3,0,3,5,6,18,47,44,47,39,4,4,1
781,0,1,5,6,6,46,24,45,46,42,1,3,0
782,2,0,5,6,6,46,33,40,34,36,4,8,1
783,0,0,4,6,5,47,31,48,43,33,8,10,0
784,0,1,4,6,6,44,37,52,46,38,5,9,1
785,0,1,4,6,6,33,43,52,43,49,3,9,1
786,0,0,7,6,6,49,34,52,43,44,3,8,0
787,0,0,5,3,6,30,40,47,41,29,6,8,0
788,2,0,5,3,6,44,36,47,38,43,7,6,1
789,0,0,5,5,6,21,48,42,39,33,8,8,1
790,0,0,4,5,6,19,41,51,44,47,4,9,0
791,0,0,6,0,6,34,37,52,39,36,7,8,1
792,0,0,4,6,6,42,39,50,32,41,7,10,1
793,0,0,4,3,6,44,44,48,36,31,2,5,1
794,1,0,4,5,6,36,53,44,39,42,7,6,1
795,1,0,6,5,6,35,36,54,51,38,4,8,1
796,0,0,4,6,6,47,36,44,39,49,2,5,0
797,0,0,4,6,6,40,33,44,46,41,3,8,0
798,0,1,6,5,6,30,45,49,47,50,2,8,1
799,1,1,4,6,6,37,47,51,41,47,3,9,1
800,2,1,4,5,6,48,44,55,46,37,8,4,1
801,0,0,4,1,6,25,41,46,46,54,3,5,0
802,1,0,4,6,6,41,37,45,47,34,5,7,0
803,0,0,3,4,6,31,42,47,38,37,6,9,1
804,3,1,6,6,6,37,33,39,48,40,1,9,1
805,1,0,4,6,6,41,32,43,49,42,3,6,1
806,0,1,6,1,6,54,29,55,31,45,5,6,1
807,1,0,4,6,6,33,41,44,40,35,7,8,0
808,0,0,2,0,6,32,45,51,47,35,8,9,1
809,0,1,4,6,6,46,45,53,36,38,6,9,1
810,0,0,6,6,6,40,26,39,48,30,1,3,0
811,0,0,5,5,6,21,34,37,54,41,3,3,1
812,0,0,3,6,6,21,45,53,37,39,2,6,0
813,3,1,6,6,6,48,51,52,30,29,6,9,1
814,0,0,4,6,6,47,35,46,34,35,7,9,0
815,1,0,6,6,6,41,36,51,32,45,3,7,0
816,0,0,4,5,6,29,40,43,37,44,5,10,1
817,0,0,4,1,6,57,42,48,37,34,8,9,1
818,0,1,4,6,6,37,33,46,46,47,3,4,0
819,3,0,8,0,6,42,41,52,57,44,2,7,0
820,1,1,7,5,6,51,34,46,41,33,4,7,1
821,0,0,4,0,0,29,51,51,44,45,6,10,0
822,0,1,6,6,6,32,42,45,42,43,6,9,1
823,0,0,4,5,6,35,47,51,40,45,3,9,1
824,0,0,4,6,6,35,41,51,45,39,6,9,0
825,0,0,4,3,2,36,38,45,29,26,7,9,1
826,0,0,6,0,6,42,24,26,49,31,2,2,1
827,0,0,6,6,6,41,44,47,36,50,3,7,1
828,0,0,4,6,6,37,49,54,35,36,5,8,0
829,0,0,6,3,6,27,43,46,38,39,4,7,1
830,1,1,8,0,6,52,43,53,47,43,1,8,1
831,0,0,4,6,6,37,44,57,51,40,1,7,0
832,0,0,5,5,6,39,37,41,49,41,4,5,1
833,0,0,4,6,6,45,34,47,47,41,3,8,0
834,1,1,7,6,6,37,33,55,44,46,5,10,1
835,3,1,8,6,6,36,41,46,38,36,6,8,1
836,1,1,7,6,6,44,35,46,41,46,3,3,1
837,0,0,6,6,6,41,33,43,42,41,3,6,1
838,0,0,6,0,6,21,41,46,41,30,4,6,0
839,3,0,7,6,6,32,42,47,35,44,4,7,0
840,0,0,4,0,6,21,51,50,46,48,7,6,0
841,0,0,3,5,6,43,40,58,44,30,7,8,1
842,1,0,6,6,6,38,30,50,24,42,6,9,1
843,0,0,4,6,6,30,39,52,40,32,8,8,0
844,0,0,4,6,6,29,40,48,54,50,3,4,0
845,1,1,4,6,6,41,37,47,36,40,1,6,1
846,0,1,4,6,6,39,45,53,50,38,4,7,1
847,2,0,4,6,6,45,28,36,42,44,1,1,1
848,0,1,5,1,6,41,37,35,50,37,4,4,0
849,1,0,6,6,6,42,37,48,30,35,5,8,0
850,0,0,3,6,6,41,44,53,36,39,7,9,1
851,4,0,7,6,6,21,40,54,51,45,4,6,0
852,0,0,7,3,6,40,33,49,41,45,4,7,1
853,0,0,4,6,6,28,49,55,49,43,5,6,0
854,1,0,6,6,6,43,41,36,35,32,4,9,0
855,0,0,4,6,6,36,40,55,44,40,4,6,1
856,0,1,4,6,6,32,41,46,42,34,7,8,1
857,0,0,1,1,-4,41,45,50,36,33,5,9,1
858,1,0,4,5,6,26,43,57,53,45,3,6,0
859,0,0,5,6,3,41,48,45,47,54,6,9,1
860,1,0,2,1,6,49,34,43,30,29,4,4,0
861,0,0,4,6,6,26,54,53,42,48,6,8,1
862,0,1,4,3,0,46,31,53,36,32,9,7,0
863,1,0,4,3,6,42,45,53,40,28,7,8,1
864,0,0,6,5,6,36,39,45,39,39,8,9,1
865,0,0,4,1,6,20,48,58,48,48,2,6,0
866,0,0,4,4,6,51,36,45,32,37,2,8,1
867,0,1,4,6,6,34,47,42,39,36,6,6,1
868,0,0,4,1,6,40,32,50,47,36,4,5,1
869,0,1,4,6,6,35,48,55,48,54,5,9,1
870,0,1,4,6,6,24,42,51,49,52,2,7,1
871,3,0,5,5,6,51,35,52,41,28,7,10,0
872,1,0,6,6,6,45,34,53,40,49,6,10,1
873,0,0,7,6,6,38,50,47,32,34,5,7,1
874,1,1,7,6,6,29,37,46,47,40,2,3,1
875,0,1,4,5,6,50,27,47,38,23,2,0,0
876,1,1,7,6,6,38,32,42,45,34,5,5,1
877,0,1,4,6,5,43,42,55,43,36,8,10,1
878,2,0,5,6,5,48,24,51,30,39,9,8,0
879,1,0,4,0,6,27,43,51,46,25,8,10,1
880,0,1,6,6,6,30,49,52,43,43,6,7,1
881,1,0,7,6,6,48,40,44,42,41,7,8,1
882,0,1,0,6,6,42,39,52,40,31,4,10,1
883,2,0,4,6,6,51,32,48,39,36,8,7,0
884,1,1,4,6,6,25,49,54,37,41,5,9,0
885,0,0,4,6,6,36,48,51,45,37,4,8,1
886,0,0,4,6,5,50,40,48,48,41,3,8,1
887,1,0,4,3,6,46,19,47,43,41,4,6,0
888,0,0,6,5,6,40,37,47,41,42,6,7,0
889,0,0,6,5,6,31,55,51,52,43,4,9,1
890,0,1,4,6,6,26,49,56,54,36,4,4,1
891,0,1,4,6,6,40,45,54,50,46,2,6,1
892,0,0,4,6,5,37,46,53,47,46,2,8,0
893,1,0,4,4,6,22,53,52,43,48,3,7,1
894,1,0,4,3,6,37,37,33,27,41,5,8,0
895,1,0,4,6,6,46,29,48,18,30,7,10,0
896,1,1,2,5,6,60,24,40,36,24,5,2,1
897,0,0,4,3,6,23,27,46,27,40,5,8,1
898,0,1,5,5,6,20,38,47,44,37,2,6,0
899,1,0,7,6,6,28,47,45,44,45,3,6,1
900,1,0,6,6,6,53,38,43,40,34,8,10,1
901,0,1,4,6,6,53,33,39,37,34,9,10,1
902,0,0,6,1,6,15,51,35,12,41,5,9,1
903,0,0,4,5,1,36,33,49,39,35,5,9,1
904,1,1,7,6,6,38,35,48,39,33,5,7,1
905,0,0,3,6,6,35,46,46,46,37,6,9,0
906,2,1,6,6,6,46,38,53,36,45,1,3,1
907,0,0,4,6,6,49,39,45,27,33,6,7,0
908,1,0,5,3,6,40,42,47,43,54,2,4,1
909,2,0,6,0,6,24,42,41,34,45,5,9,0
910,0,0,4,6,5,33,40,44,48,36,1,10,1
911,0,0,6,6,6,37,44,46,34,42,6,8,1
912,1,1,4,6,5,49,43,53,37,28,8,9,1
913,0,1,4,6,6,55,19,32,43,31,5,3,0
914,0,0,4,6,6,43,30,41,34,36,3,8,0
915,2,0,6,6,6,39,29,34,32,47,2,7,0
916,0,1,4,6,6,25,54,54,49,48,4,8,1
917,1,1,2,6,6,56,20,42,28,19,8,9,1
918,0,0,3,6,-4,38,40,46,40,48,2,5,1
919,1,0,1,6,6,40,39,45,42,38,4,8,0
920,0,1,4,6,6,52,28,45,53,45,5,9,0
921,0,0,3,1,6,38,49,58,41,34,8,10,1
922,2,0,7,5,6,33,38,41,38,43,7,6,1
923,0,0,4,3,6,25,43,53,34,45,3,9,1
924,0,0,0,0,6,37,38,46,46,33,3,7,0
925,0,0,4,6,6,25,30,41,35,33,4,5,0
926,1,0,3,6,6,48,31,29,36,36,7,5,0
927,0,0,1,6,6,46,29,48,44,35,5,6,0
928,0,0,5,6,6,28,48,50,50,37,3,8,1
929,1,0,4,6,6,38,31,52,38,40,3,8,1
930,1,0,4,6,6,30,49,56,53,46,4,9,0
931,0,1,4,5,5,33,46,51,45,40,5,6,0
932,2,0,1,5,6,29,35,42,44,37,1,3,0
933,1,1,6,0,6,43,35,54,49,45,5,8,0
934,0,1,2,6,6,47,26,46,50,36,3,10,0
935,0,1,6,5,6,33,40,53,47,54,2,4,1
936,0,1,4,6,6,24,47,54,45,36,8,10,1
937,0,1,4,6,6,56,35,48,44,36,5,8,0
938,0,0,5,5,6,40,48,53,43,39,5,6,0
939,0,0,4,3,6,35,42,50,47,35,6,9,1
940,0,1,6,5,6,39,42,46,39,47,2,7,1
941,0,0,4,3,6,40,37,53,33,41,3,8,1
942,1,1,3,3,6,45,48,53,38,51,4,7,1
943,1,0,5,6,5,31,54,59,51,50,3,7,0
944,0,1,4,6,3,51,34,50,46,33,6,8,0
945,1,1,7,6,6,46,38,49,48,32,7,8,0
946,0,1,4,6,6,32,32,42,52,35,2,1,0
947,0,0,3,6,6,29,38,38,38,30,6,5,0
948,1,0,5,5,6,55,30,47,41,29,7,5,1
949,1,1,3,1,6,40,40,29,41,47,1,0,0
950,2,0,5,6,6,51,27,46,44,30,6,4,1
951,0,1,6,6,6,42,40,49,40,37,3,7,1
952,0,1,4,6,6,25,42,57,47,41,9,10,0
953,0,0,4,6,6,40,41,48,41,40,8,8,1
954,1,1,6,5,6,46,33,46,41,29,5,8,1
955,0,0,4,3,6,49,34,44,42,36,2,2,0
956,0,0,5,6,6,53,36,46,33,20,8,9,0
957,3,0,6,6,6,25,36,42,44,45,2,3,1
958,2,0,5,5,6,23,38,47,51,50,2,2,1
959,0,0,4,3,6,33,50,46,35,54,3,8,1
960,0,1,6,3,6,36,41,55,50,37,5,4,1
961,3,1,4,6,6,35,35,51,55,39,3,5,1
962,0,0,5,0,6,39,46,53,45,40,8,10,1
963,1,0,4,6,6,32,42,57,48,33,6,7,1
964,2,0,4,5,6,42,26,46,44,42,4,9,1
965,0,0,4,6,6,27,48,43,48,44,3,7,1
966,1,1,7,6,6,25,40,51,46,40,4,7,1
967,0,0,7,5,6,27,47,46,45,45,4,9,1
968,0,1,4,6,6,30,42,50,50,44,2,4,0
969,0,1,4,6,6,33,41,57,52,39,7,9,1
970,0,0,4,6,1,22,48,53,33,48,3,8,1
971,4,0,8,3,5,20,48,50,50,47,5,6,1
972,2,1,6,1,6,38,40,45,39,38,6,8,1
973,1,0,4,1,6,40,28,50,36,48,3,7,1
974,0,0,4,6,6,50,31,38,44,38,2,7,1
975,0,0,4,6,6,20,53,54,52,46,2,10,1
976,0,0,4,6,6,48,40,53,35,36,5,10,1
977,5,0,7,6,6,18,40,50,48,47,5,4,0
978,0,0,4,6,6,30,47,51,47,42,3,4,0
979,2,1,7,5,6,30,49,37,53,39,7,9,1
980,3,1,4,6,6,48,32,43,42,47,2,5,1
981,1,1,8,6,0,42,41,51,39,40,2,3,0
982,0,0,4,3,6,40,39,47,38,45,3,6,0
983,0,0,4,5,6,46,47,38,37,34,6,9,1
984,1,1,6,6,6,42,39,57,31,49,5,9,1
985,0,0,4,6,6,34,39,54,49,41,6,10,1
986,0,0,4,3,6,34,42,54,40,35,5,9,1
987,0,0,5,6,6,43,34,41,40,44,6,6,1
988,1,0,4,6,6,52,44,49,34,25,7,9,0
989,0,0,4,6,6,46,29,49,43,35,2,6,0
990,1,0,6,6,6,28,40,47,36,40,7,9,1
991,0,0,4,6,6,52,36,56,44,39,6,9,1
992,0,0,4,0,6,39,51,48,38,28,8,10,1
993,4,0,5,3,6,28,42,50,44,42,3,5,0
994,1,0,6,5,6,25,45,55,56,49,3,7,1
995,0,0,4,6,6,41,45,51,49,36,5,9,1
